customer_id,customer_name,total_orders,total_items,total_spent,average_order_value,first_order_date,latest_order_date
CUST003311,Advay Nayar,10,81,2524035.55,252403.56,2024-03-27,2026-06-04
CUST002705,Praneel Lad,8,59,2523383.20,315422.9,2024-10-23,2026-04-24
CUST000563,Garima Kapoor,13,80,2523122.62,194086.36,2024-01-18,2026-07-18
CUST002032,Darpan Lal,11,73,2522980.06,229361.82,2024-01-16,2025-08-20
CUST003272,Chaman Banik,10,66,2522941.89,252294.19,2024-04-04,2026-03-26
CUST001724,Girik Kant,10,71,2522492.21,252249.22,2024-01-13,2026-03-15
CUST002845,Priya Balakrishnan,8,50,2522012.16,315251.52,2024-07-13,2026-04-21
CUST004201,Vamakshi Gill,12,74,2521701.16,210141.76,2024-02-04,2026-06-03
CUST000512,Osha Nagy,11,80,2521377.70,229216.15,2024-04-02,2025-10-22
CUST001327,Laban Saxena,10,67,2521016.78,252101.68,2024-03-01,2026-02-10
CUST000536,Saksham Konda,8,71,2520953.11,315119.14,2024-01-13,2026-05-14
CUST001283,Harini Warrior,13,93,2520832.18,193910.17,2024-02-18,2026-07-21
CUST000257,Brinda Borde,10,66,2520268.95,252026.9,2024-03-01,2026-06-21
CUST002338,Ayaan Badal,7,55,2519918.72,359988.39,2024-01-07,2026-03-08
CUST002305,Nitara Balasubramanian,9,69,2519691.59,279965.73,2024-01-10,2026-05-28
CUST004995,Kamya Kari,13,82,2518296.63,193715.13,2024-01-21,2026-03-06
CUST001897,Aachal Kala,8,70,2517922.69,314740.34,2024-03-17,2026-06-23
CUST000186,Chatresh Chaudry,9,60,2517566.12,279729.57,2024-05-20,2026-06-10
CUST000935,Sarthak Saha,8,64,2517248.98,314656.12,2024-01-21,2026-04-22
CUST002728,Bimala Acharya,8,77,2517235.58,314654.45,2024-04-05,2026-07-06
CUST002976,Neha Tella,13,67,2516395.88,193568.91,2024-01-04,2026-07-13
CUST002311,Kai Prakash,9,85,2516370.52,279596.72,2024-09-30,2026-07-16
CUST003790,Abha Rajan,12,79,2516049.87,209670.82,2024-02-11,2026-07-21
CUST004148,Raagini Uppal,9,80,2515827.57,279536.4,2024-06-09,2026-07-11
CUST003100,Hitesh Swaminathan,10,73,2515678.37,251567.84,2024-01-31,2026-07-19
CUST000381,Jacob Ramachandran,8,63,2514279.45,314284.93,2024-03-22,2026-05-19
CUST000751,Devika Jha,8,71,2514164.60,314270.58,2024-02-24,2026-04-02
CUST000826,Janani Goda,10,79,2513751.31,251375.13,2024-03-08,2026-07-21
CUST002740,Chaitanya Chauhan,9,72,2513460.43,279273.38,2024-02-01,2026-02-23
CUST002021,Eshana Sibal,11,80,2513274.91,228479.54,2024-06-26,2026-03-07
CUST002552,Charles Jayaraman,9,66,2512903.04,279211.45,2024-02-20,2026-04-25
CUST000705,Wridesh Arora,9,74,2511084.37,279009.37,2024-03-25,2026-02-01
CUST004283,Yashoda Varma,10,68,2510884.62,251088.46,2024-02-08,2026-02-27
CUST000788,Wazir Oza,10,81,2510680.89,251068.09,2024-03-09,2026-01-24
CUST002854,Yashawini Karnik,6,70,2510673.80,418445.63,2025-01-04,2026-06-06
CUST004936,Parth Rajagopal,10,70,2510175.90,251017.59,2024-02-05,2026-04-23
CUST002446,Chatura Sem,8,77,2509778.48,313722.31,2024-08-11,2026-07-09
CUST004401,Jatin Rege,11,78,2509758.77,228159.89,2024-06-02,2026-03-26
CUST001458,Arjun Venkataraman,11,71,2509485.79,228135.07,2024-06-04,2026-07-21
CUST001545,Vaishnavi Suresh,10,72,2509439.77,250943.98,2024-05-07,2026-03-18
CUST000727,Faris Sagar,10,70,2509307.99,250930.8,2024-07-03,2026-07-21
CUST002916,Vyanjana Swamy,9,68,2508554.91,278728.32,2024-11-15,2026-05-08
CUST004681,Atharv Saraf,10,80,2508384.61,250838.46,2024-03-13,2026-05-18
CUST003871,Aarna Purohit,10,64,2508231.05,250823.11,2024-01-30,2026-04-28
CUST004600,Hemani Basak,10,71,2506334.23,250633.42,2024-04-05,2026-03-01
CUST000736,Pranav Natt,10,66,2505486.90,250548.69,2024-04-12,2026-07-18
CUST002515,Warjas Korpal,9,66,2505422.59,278380.29,2024-08-08,2026-01-27
CUST000167,Darika Das,9,66,2505282.09,278364.68,2024-01-14,2026-02-16
CUST000506,Indali Dash,12,69,2505218.00,208768.17,2024-01-18,2025-12-04
CUST003278,Shravya Golla,13,87,2505179.83,192706.14,2024-01-07,2026-07-21
CUST004019,Damyanti Sarraf,12,72,2505089.86,208757.49,2024-07-05,2026-05-23
CUST003074,Nikita Bhatnagar,9,64,2504511.78,278279.09,2024-04-21,2026-05-08
CUST002488,Chameli Barad,9,64,2504252.83,278250.31,2024-06-14,2026-07-21
CUST000468,Janaki Roy,11,64,2504078.07,227643.46,2024-01-04,2026-07-21
CUST002716,Jatin Vasa,11,79,2503266.32,227569.67,2024-04-03,2026-06-23
CUST002529,Gaurav Jayaraman,8,69,2502883.62,312860.45,2024-04-16,2026-07-21
CUST001050,Eshana Kumar,10,60,2502696.20,250269.62,2024-03-11,2026-01-08
CUST000266,Yashodhara Iyer,10,68,2502380.89,250238.09,2024-12-06,2026-04-16
CUST000942,Faraj Sharaf,11,78,2501299.76,227390.89,2024-01-30,2026-05-28
CUST004932,Lavanya Kalla,15,96,2500709.48,166713.97,2024-05-06,2026-07-01
CUST004808,Aarna Naidu,10,64,2500421.78,250042.18,2024-07-01,2026-03-27
CUST003700,Rachana Samra,7,71,2500412.52,357201.79,2024-02-24,2025-06-18
CUST002505,Hiral Sabharwal,11,74,2499915.11,227265.01,2024-01-09,2026-05-25
CUST002443,Inaya Chahal,11,62,2499299.32,227209.03,2024-08-13,2026-07-02
CUST000974,Suhani Varma,7,55,2498794.72,356970.67,2024-07-26,2025-11-19
CUST003475,Chaaya Ganesh,10,67,2498694.83,249869.48,2024-07-21,2026-06-06
CUST000407,Robert Bhatnagar,8,82,2495797.12,311974.64,2024-03-19,2026-05-16
CUST004017,David Kohli,8,70,2495733.94,311966.74,2024-06-20,2026-06-18
CUST000281,Dev Setty,9,55,2493995.84,277110.65,2024-03-13,2026-05-15
CUST001024,Yagnesh Varghese,11,79,2493759.15,226705.38,2024-05-14,2026-07-04
CUST002589,Tara Kota,14,102,2493165.60,178083.26,2024-02-05,2026-07-21
CUST000254,Jalsa Shroff,11,83,2492153.22,226559.38,2024-01-28,2026-04-16
CUST000747,Siya Kant,8,65,2491948.55,311493.57,2025-01-27,2026-05-07
CUST003541,Amaira Edwin,12,71,2491402.08,207616.84,2024-01-02,2026-04-02
CUST004042,Peter Mitter,12,86,2490955.01,207579.58,2024-07-07,2026-04-11
CUST003012,Abhiram Dhawan,10,65,2490687.64,249068.76,2024-08-14,2026-04-20
CUST001865,Balendra Karpe,9,65,2488970.47,276552.27,2024-02-08,2026-04-22
CUST001907,Orinder Mani,8,60,2488378.75,311047.34,2024-02-27,2025-09-03
CUST000200,Madhav Pillay,10,74,2488249.97,248825.0,2024-07-02,2026-05-23
CUST000318,Harini Ghosh,7,78,2488219.68,355459.95,2024-02-18,2026-05-19
CUST001940,Omya Khosla,10,67,2488104.43,248810.44,2024-02-20,2026-05-24
CUST001842,Ekani Nagar,8,66,2487543.73,310942.97,2024-06-16,2026-03-15
CUST002556,Gavin Balasubramanian,14,72,2487115.14,177651.08,2024-03-20,2026-07-13
CUST001125,Vihaan Sampath,8,64,2486841.15,310855.14,2024-01-12,2026-05-07
CUST000372,Harsh Sheth,7,68,2486786.79,355255.26,2024-04-21,2025-11-19
CUST002683,Andrew Mitra,7,65,2486780.50,355254.36,2024-01-30,2025-08-28
CUST000853,Zaid Seshadri,9,62,2486152.01,276239.11,2024-01-03,2026-03-26
CUST000884,Varenya Kari,9,66,2485124.16,276124.91,2024-06-05,2026-06-04
CUST003404,Ishani Mand,8,75,2483956.03,310494.5,2024-01-05,2026-07-04
CUST003729,Owen Sem,9,62,2483796.81,275977.42,2024-01-08,2026-06-25
CUST004336,Azad Warrior,11,77,2483506.28,225773.3,2024-03-14,2026-04-26
CUST001997,Samaksh Ben,8,62,2483141.27,310392.66,2024-01-09,2026-04-18
CUST002483,Bimala Baral,9,73,2482891.84,275876.87,2024-03-21,2025-05-01
CUST000028,Adweta Ghosh,12,85,2481809.24,206817.44,2024-01-13,2026-02-26
CUST002350,Chandani Dey,11,70,2481675.77,225606.89,2024-01-19,2026-05-02
CUST000085,Logan Swamy,10,71,2480968.10,248096.81,2024-01-01,2026-02-28
CUST003152,Abha Kulkarni,9,61,2480705.25,275633.92,2024-01-06,2026-06-24
CUST002667,Vincent Zacharia,10,69,2480527.50,248052.75,2024-03-03,2026-04-12
CUST001116,Aadhya Om,8,60,2479900.98,309987.62,2024-05-04,2026-06-21
CUST004282,Caleb Narasimhan,7,61,2479164.02,354166.29,2024-04-22,2026-07-21
CUST002380,Umang Sunder,10,68,2478956.63,247895.66,2024-02-07,2025-09-17
CUST002992,George Bajwa,14,80,2478691.59,177049.4,2024-01-17,2026-06-17
CUST001769,Reva Srinivasan,8,69,2477771.39,309721.42,2024-05-09,2026-06-28
CUST004116,Omaja Borra,12,72,2477300.71,206441.73,2024-04-03,2026-07-21
CUST001561,Chavvi Mallick,11,85,2477125.54,225193.23,2024-01-12,2025-11-04
CUST003474,Harsh Mukhopadhyay,7,58,2476650.03,353807.15,2024-09-04,2026-01-21
CUST002922,Jairaj Dalal,10,77,2475424.49,247542.45,2024-07-25,2026-07-10
CUST000320,Sanya Bava,14,80,2474861.07,176775.79,2024-01-12,2026-06-01
CUST004576,Alka Nigam,9,75,2474489.21,274943.25,2024-04-08,2026-03-15
CUST001446,Varenya Borra,8,62,2474483.67,309310.46,2024-06-11,2026-07-12
CUST003601,Samar Badami,8,73,2474437.46,309304.68,2024-02-08,2026-04-27
CUST004525,Hemani Ganguly,9,56,2473818.37,274868.71,2024-02-29,2026-07-14
CUST004455,Oviya Nayak,11,66,2473595.85,224872.35,2024-02-09,2026-06-25
CUST004258,Rachit Dayal,10,71,2472581.67,247258.17,2024-01-16,2026-02-13
CUST003875,Bachittar Devi,7,74,2472489.22,353212.75,2024-01-24,2026-06-16
CUST004785,Shaurya Bhakta,10,71,2471896.99,247189.7,2024-03-05,2026-07-19
CUST002905,Advaith Nath,12,71,2471596.19,205966.35,2024-02-02,2026-02-20
CUST004905,Alka Pradhan,6,61,2470872.78,411812.13,2024-03-28,2026-03-13
CUST004022,Brinda Varkey,6,69,2470864.09,411810.68,2024-08-31,2026-02-09
CUST003167,Om Venkataraman,14,75,2470481.61,176462.97,2024-01-07,2026-07-21
CUST003807,Bakhshi Balay,12,70,2469812.45,205817.7,2024-01-08,2026-03-22
CUST004228,Manthan Dasgupta,12,71,2469786.61,205815.55,2024-07-27,2026-05-09
CUST000970,Bhavini Khanna,9,71,2469729.85,274414.43,2024-01-22,2026-07-21
CUST002085,Faqid Majumdar,10,83,2468839.34,246883.93,2024-01-02,2026-06-04
CUST003980,Yadavi Bala,8,75,2468748.83,308593.6,2024-08-22,2026-04-20
CUST000770,Eiravati Bose,11,67,2467612.51,224328.41,2024-06-19,2026-06-08
CUST002007,Yachana Kade,11,66,2467546.42,224322.4,2024-03-19,2026-06-13
CUST004459,Gopal Chaudhry,5,52,2467056.71,493411.34,2024-02-21,2026-07-21
CUST001884,Indira Kade,9,74,2467029.93,274114.44,2024-01-19,2026-01-17
CUST000103,Nirja Koshy,10,74,2465712.62,246571.26,2024-11-08,2026-06-17
CUST000293,Anya Majumdar,10,63,2465430.35,246543.04,2024-02-06,2026-06-04
CUST003237,Vincent Mander,8,71,2464886.37,308110.8,2024-03-26,2026-07-21
CUST002096,Ishani Jha,10,69,2464856.24,246485.62,2024-02-27,2026-05-03
CUST002395,Alexander Singhal,9,68,2464745.40,273860.6,2024-02-27,2026-04-12
CUST004877,Ishani Mody,10,72,2464280.02,246428.0,2024-02-20,2026-03-29
CUST004708,Lakshit Agarwal,8,59,2463432.41,307929.05,2024-03-27,2026-05-30
CUST002120,Bishakha Kulkarni,9,70,2463341.53,273704.61,2024-01-29,2026-06-11
CUST003337,Chatresh Muni,11,74,2461637.49,223785.23,2024-02-09,2026-04-20
CUST001190,Vedika Golla,10,69,2460781.88,246078.19,2024-01-22,2026-06-18
CUST000909,Chanakya Thaker,9,69,2460529.72,273392.19,2024-04-24,2026-04-14
CUST002466,Urvashi Jani,9,73,2460121.74,273346.86,2024-02-14,2026-06-19
CUST003580,Garima Prasad,11,78,2459673.04,223606.64,2024-02-09,2026-06-23
CUST001150,Idika Memon,9,73,2459523.04,273280.34,2024-03-01,2026-07-11
CUST001840,Max Contractor,10,68,2458988.00,245898.8,2024-01-19,2026-04-29
CUST004319,Abhimanyu Aurora,11,83,2458788.72,223526.25,2024-03-14,2026-05-11
CUST004385,Saumya Rajagopalan,10,73,2458499.55,245849.96,2024-12-17,2026-06-29
CUST001910,Yatan Babu,7,68,2457797.76,351113.97,2024-08-23,2026-06-06
CUST003203,Chameli Gandhi,7,64,2457679.26,351097.04,2024-07-26,2026-03-12
CUST002652,Onveer Chad,8,68,2457557.98,307194.75,2024-08-19,2026-06-05
CUST003843,Ojas Varty,9,76,2455132.84,272792.54,2024-06-27,2026-06-03
CUST001010,Janya Tella,11,75,2454676.87,223152.44,2024-01-01,2026-07-07
CUST004092,Isaiah Sachdeva,11,72,2454517.10,223137.92,2024-02-28,2026-03-30
CUST001213,Ikbal Ranganathan,11,69,2454171.92,223106.54,2024-02-23,2026-05-12
CUST002357,Daksh Chacko,13,76,2453763.90,188751.07,2024-03-10,2026-07-21
CUST002864,Ikbal Goel,9,67,2453602.60,272622.51,2024-01-01,2026-03-12
CUST002820,Faraj Krish,10,66,2452213.36,245221.34,2024-01-15,2026-07-16
CUST002151,Krish Kamdar,9,82,2452154.66,272461.63,2024-06-20,2026-07-12
CUST002698,Yasti Dutta,10,77,2451715.23,245171.52,2024-02-21,2026-07-21
CUST001136,Ati Hans,11,62,2450600.79,222781.89,2024-01-03,2026-07-09
CUST001941,Michael Verma,10,87,2450556.10,245055.61,2024-09-21,2026-06-11
CUST001469,Ganga Mitra,7,57,2450158.61,350022.66,2024-11-11,2025-12-19
CUST004324,Arjun Acharya,9,67,2449715.97,272190.66,2024-02-11,2026-01-03
CUST000867,Widisha Thakkar,10,64,2449523.85,244952.39,2024-06-30,2026-05-11
CUST002080,Onkar Raja,7,66,2449215.48,349887.93,2024-09-04,2026-07-17
CUST003730,Jatin Narasimhan,7,78,2449116.26,349873.75,2024-01-22,2026-07-14
CUST002596,Wridesh Chatterjee,11,88,2448102.17,222554.74,2024-07-11,2025-11-25
CUST003747,Mekhala Jayaraman,10,80,2448027.94,244802.79,2024-08-03,2026-06-14
CUST004644,Frado Chad,9,69,2447897.16,271988.57,2024-01-02,2025-11-03
CUST001808,Abhimanyu Kumer,9,78,2447084.92,271898.32,2024-06-21,2026-01-30
CUST002291,Wishi Morar,10,64,2447052.25,244705.23,2024-08-23,2026-06-06
CUST000934,Jeet Cherian,9,72,2446673.88,271852.65,2024-01-15,2026-04-29
CUST000551,Gunbir Goyal,8,69,2446667.05,305833.38,2024-07-27,2026-07-21
CUST002206,Falak Kannan,10,71,2445398.02,244539.8,2024-02-29,2026-06-13
CUST000142,Samaksh Raj,7,61,2445265.71,349323.67,2024-01-05,2025-11-16
CUST003816,Ayush Krishnan,6,66,2445217.19,407536.2,2025-01-24,2026-07-04
CUST003963,Gavin Krishnan,11,63,2445116.76,222283.34,2024-02-26,2026-01-18
CUST004897,Sanaya Dhillon,8,69,2444570.64,305571.33,2024-07-11,2025-08-12
CUST004418,Hema Bajaj,9,71,2444210.53,271578.95,2024-05-24,2026-04-26
CUST004779,Raghav Zacharia,9,80,2443364.12,271484.9,2024-01-18,2026-07-21
CUST002882,Fariq Ghose,10,73,2443361.35,244336.14,2024-01-04,2026-06-21
CUST001610,Krishna Naik,10,73,2443198.50,244319.85,2024-01-16,2026-07-21
CUST004082,Urvashi Murty,8,69,2442994.47,305374.31,2024-10-11,2026-06-26
CUST002294,Nimrat Kannan,11,69,2442504.65,222045.88,2024-01-08,2026-06-27
CUST003887,Vedant Wadhwa,11,67,2441550.57,221959.14,2024-03-10,2026-05-16
CUST001798,Yauvani Wable,6,61,2441122.08,406853.68,2024-02-28,2026-05-01
CUST002920,Kala Mittal,8,63,2440803.37,305100.42,2024-01-26,2026-07-17
CUST004841,Bhavini Char,11,53,2440738.68,221885.33,2024-01-16,2026-02-01
CUST004890,Amara Bahri,10,59,2440126.28,244012.63,2024-01-24,2026-01-09
CUST002079,Lohit Mishra,9,62,2439883.22,271098.14,2024-02-12,2026-03-25
CUST002611,Yug Purohit,9,67,2439650.45,271072.27,2024-01-14,2026-01-22
CUST003798,Meghana Balasubramanian,10,73,2439392.44,243939.24,2024-07-04,2026-06-07
CUST004355,Ranbir Sehgal,9,65,2438129.54,270903.28,2024-03-31,2026-05-30
CUST002049,Henry Rajagopalan,8,65,2438007.80,304750.98,2024-01-30,2026-01-10
CUST002065,Nitesh Dube,10,65,2437890.09,243789.01,2024-01-01,2026-05-20
CUST000633,Udarsh Choudhary,13,66,2437723.65,187517.2,2024-01-24,2026-06-16
CUST000251,Megha Lala,11,83,2436833.24,221530.29,2024-01-05,2025-09-23
CUST003491,Leela Pal,10,67,2436790.11,243679.01,2024-02-02,2026-07-12
CUST004174,Jyoti Issac,10,59,2436624.82,243662.48,2024-01-22,2026-06-01
CUST001948,Thomas Chowdhury,11,81,2436300.34,221481.85,2024-01-10,2026-04-22
CUST000172,Siddharth Bansal,12,64,2436232.74,203019.4,2024-10-21,2026-07-21
CUST001543,Yagnesh Gokhale,12,76,2435991.45,202999.29,2024-01-01,2026-06-02
CUST000014,Vivaan Datta,11,79,2434926.24,221356.93,2024-06-22,2026-05-11
CUST004586,Ayush Das,6,58,2434687.06,405781.18,2024-03-07,2026-07-01
CUST001038,Ridhi Sarin,9,65,2434676.38,270519.6,2024-02-03,2026-04-13
CUST002317,Jackson Sarna,9,77,2434591.72,270510.19,2024-09-28,2026-06-10
CUST002533,Sachi Sastry,11,79,2434570.58,221324.6,2024-01-15,2026-04-26
CUST003031,Lohit Issac,9,56,2434117.74,270457.53,2024-02-16,2026-06-11
CUST000108,Girindra Ahluwalia,13,68,2433677.94,187206.0,2024-04-15,2026-06-01
CUST000215,Unnati Koshy,8,73,2433506.43,304188.3,2024-05-29,2026-05-24
CUST002782,Teerth Nadkarni,11,63,2432981.47,221180.13,2024-02-06,2026-06-02
CUST002119,Yashvi Shetty,10,73,2432522.75,243252.28,2024-07-19,2026-02-17
CUST003341,Pooja Banik,10,71,2432231.87,243223.19,2024-03-07,2026-06-17
CUST000920,Faris Choudhry,9,66,2431615.73,270179.53,2024-01-20,2026-01-26
CUST003418,Lipika Rama,9,68,2431349.51,270149.95,2024-01-18,2026-06-23
CUST001472,Nilima Butala,7,69,2431320.33,347331.48,2024-05-07,2025-09-04
CUST004606,Vedant Agate,10,74,2430907.64,243090.76,2024-07-10,2026-07-17
CUST004979,Frado Shah,10,84,2430427.52,243042.75,2024-03-06,2026-06-26
CUST004893,Simon Majumdar,9,70,2430218.52,270024.28,2024-11-14,2026-07-10
CUST003545,Deepa Jha,12,78,2429810.22,202484.19,2024-02-12,2026-06-20
CUST004412,Hemang Mohan,10,75,2429165.89,242916.59,2024-01-19,2026-06-21
CUST001145,Ucchal Krishnamurthy,10,86,2429157.54,242915.75,2024-02-02,2026-07-08
CUST000952,Chandani Gill,9,62,2428091.70,269787.97,2024-01-17,2026-07-16
CUST003310,Unnati Nadig,11,66,2426025.98,220547.82,2024-01-12,2026-07-02
CUST003778,Jatin Subramaniam,12,79,2425433.63,202119.47,2024-04-08,2026-07-21
CUST004731,Ubika Bhatia,9,72,2425393.35,269488.15,2024-02-16,2025-12-02
CUST002780,Prisha Choudhury,10,71,2425374.86,242537.49,2024-01-04,2026-07-15
CUST003932,Tripti Mukherjee,9,76,2424893.55,269432.62,2024-02-02,2026-04-10
CUST003451,Anirudh Jayaraman,8,57,2424272.04,303034.01,2024-04-03,2026-07-21
CUST002300,Henry Kade,10,84,2423799.37,242379.94,2024-02-28,2026-05-13
CUST000193,Agastya Bhardwaj,7,55,2423560.53,346222.93,2024-05-24,2026-04-23
CUST001563,Joshua Chander,8,63,2423548.59,302943.57,2024-02-08,2026-06-19
CUST000373,Victor Palan,12,80,2422608.88,201884.07,2024-05-06,2026-03-07
CUST003617,Advik Brar,9,62,2422455.73,269161.75,2024-01-06,2026-07-16
CUST000964,Sai Char,12,83,2421742.03,201811.84,2024-01-09,2026-03-13
CUST004350,Laksh Toor,9,59,2421563.04,269062.56,2024-01-12,2026-03-19
CUST002363,Hritik Dara,8,65,2421531.82,302691.48,2024-01-26,2026-07-18
CUST004920,Victor Jayaraman,8,59,2421200.58,302650.07,2024-06-17,2026-05-17
CUST000265,Ekanta Kapoor,10,77,2421097.32,242109.73,2024-05-01,2026-07-10
CUST001100,Samuel Chander,9,72,2420335.86,268926.21,2024-01-12,2026-04-04
CUST001452,Chasmum Bhagat,12,91,2419959.11,201663.26,2024-02-17,2026-06-30
CUST000728,Abeer Jain,11,77,2419748.69,219977.15,2024-04-02,2026-06-22
CUST001901,Vedhika Saraf,11,70,2419309.90,219937.26,2024-01-04,2026-06-28
CUST003447,Gauri Samra,7,59,2418756.31,345536.62,2024-07-11,2026-07-02
CUST004138,Idika Prabhu,11,69,2418721.10,219883.74,2024-01-19,2026-03-25
CUST003574,Brinda Rama,8,63,2417982.89,302247.86,2024-03-10,2026-01-22
CUST003496,Bhavika Gour,8,63,2417775.75,302221.97,2024-06-19,2026-06-29
CUST002199,Chanakya Verma,10,70,2417640.60,241764.06,2024-03-14,2026-07-12
CUST001804,Nitesh Khosla,12,76,2417407.78,201450.65,2024-01-18,2026-06-09
CUST000410,Upasna Majumdar,12,63,2416945.69,201412.14,2024-01-02,2026-06-19
CUST000876,Jagrati Rai,10,69,2416639.18,241663.92,2024-08-17,2026-06-05
CUST001952,Bhavna Shenoy,13,72,2415645.71,185818.9,2024-06-07,2026-07-07
CUST002083,Charles Varty,9,72,2415481.07,268386.79,2024-02-07,2026-01-19
CUST004939,Oliver Talwar,9,71,2415446.76,268382.97,2024-05-02,2026-06-05
CUST003023,Ijaya Sodhi,10,58,2415300.60,241530.06,2024-06-16,2026-07-15
CUST001779,Jason Mitra,10,74,2415165.11,241516.51,2024-03-06,2026-06-17
CUST001330,Fiyaz Shetty,9,61,2414938.70,268326.52,2024-02-02,2026-05-28
CUST002166,Fariq Purohit,10,61,2414438.42,241443.84,2024-03-10,2026-03-07
CUST002547,Ishani Zacharia,13,77,2413669.37,185666.87,2024-01-08,2026-07-16
CUST004745,Nikita Acharya,8,65,2413569.65,301696.21,2024-01-12,2026-03-08
CUST002827,Nandini Date,9,74,2412948.45,268105.38,2024-04-12,2026-03-07
CUST001846,Zayan Mahajan,12,73,2411980.93,200998.41,2024-05-22,2026-06-07
CUST001987,Indali Mann,10,66,2411900.17,241190.02,2024-01-18,2026-07-19
CUST001682,Harish Bava,13,81,2411734.90,185518.07,2024-03-06,2026-07-04
CUST002677,Christopher Lal,14,78,2410634.72,172188.19,2024-04-10,2026-07-21
CUST003333,Hritik Varty,8,65,2410530.84,301316.36,2024-04-25,2025-11-02
CUST004728,Simon Sane,13,84,2410180.97,185398.54,2024-03-14,2026-01-21
CUST000652,Nachiket Nayak,10,65,2410094.08,241009.41,2024-04-12,2026-07-04
CUST000710,Ekaraj Mody,12,73,2409819.25,200818.27,2024-02-05,2026-03-13
CUST002967,Gautami Nanda,14,70,2408053.73,172003.84,2024-01-20,2026-05-03
CUST004963,Banjeet Gandhi,8,63,2408009.40,301001.18,2024-03-12,2026-03-28
CUST000455,Ishaan Dhaliwal,8,65,2406595.22,300824.4,2024-05-29,2026-03-29
CUST003026,Aarna Sur,8,76,2406325.52,300790.69,2024-02-21,2026-06-04
CUST004676,Vasudha Balasubramanian,8,69,2405117.64,300639.71,2024-02-27,2026-05-02
CUST000674,Lohit Kakar,9,79,2404821.16,267202.35,2024-03-29,2026-05-04
CUST002850,Theodore Bera,12,74,2404137.39,200344.78,2024-02-15,2026-06-27
CUST000359,Samesh Chandran,10,63,2403945.33,240394.53,2024-05-23,2026-06-12
CUST003889,Mohammed Madan,8,67,2403896.62,300487.08,2024-04-30,2026-02-02
CUST002020,Chakrika Mitra,10,68,2403619.42,240361.94,2024-03-24,2026-07-14
CUST001036,Omaja Chanda,8,60,2403090.01,300386.25,2024-04-25,2026-03-16
CUST001388,Yuvraj Behl,9,73,2402951.49,266994.61,2024-07-28,2026-06-23
CUST004456,Rachita Jayaraman,7,54,2402317.34,343188.19,2024-01-12,2026-06-23
CUST004450,Jack Uppal,11,63,2402250.82,218386.44,2024-04-11,2026-07-21
CUST000739,Pratyush Nagy,10,75,2402139.00,240213.9,2024-08-16,2026-03-19
CUST001475,Gagan Chandran,10,64,2401377.16,240137.72,2024-03-25,2026-06-26
CUST001498,Yoshita Bhavsar,8,61,2400892.98,300111.62,2024-03-09,2025-09-15
CUST003745,Anirudh Konda,6,61,2400751.85,400125.31,2024-02-27,2026-02-22
CUST002230,Yoshita Anne,8,75,2400744.71,300093.09,2024-01-01,2026-02-08
CUST002891,Chameli Sachdeva,9,73,2400468.62,266718.74,2024-02-26,2025-09-05
CUST003771,Nihal Devan,11,63,2400274.25,218206.75,2024-05-21,2026-06-21
CUST000280,Gaurav Dhar,10,62,2400065.52,240006.55,2024-01-17,2026-05-15
CUST000875,Tamanna Dyal,8,63,2399669.62,299958.7,2024-01-02,2026-01-27
CUST001202,Qarin Ramakrishnan,14,73,2399535.06,171395.36,2024-01-27,2026-07-21
CUST001655,Barkha Bhandari,9,70,2398596.19,266510.69,2024-01-22,2026-07-21
CUST001117,Varsha Narasimhan,11,62,2396778.55,217888.96,2024-03-08,2026-05-31
CUST001831,Urishilla Dube,9,61,2396657.74,266295.3,2024-07-22,2026-05-30
CUST000192,Vyanjana Thakkar,8,61,2395644.70,299455.59,2024-04-12,2026-07-12
CUST001263,Unni Tailor,10,79,2395615.54,239561.55,2024-04-11,2026-03-15
CUST000459,Aarna Ramaswamy,9,67,2395186.82,266131.87,2024-01-16,2025-11-06
CUST001358,Gagan Brahmbhatt,12,74,2393396.92,199449.74,2024-06-05,2026-06-25
CUST001587,Ijaya Balay,14,70,2392590.49,170899.32,2024-01-07,2025-12-12
CUST002566,Vrinda Tandon,6,53,2392440.86,398740.14,2024-03-19,2025-02-26
CUST000270,Sudiksha Bhandari,9,69,2391352.71,265705.86,2024-01-22,2026-07-12
CUST000842,Dominic Randhawa,10,57,2390984.40,239098.44,2024-02-26,2026-05-19
CUST001141,Faras Purohit,10,86,2390457.47,239045.75,2024-03-13,2025-12-21
CUST002134,Utkarsh Amble,10,64,2390043.72,239004.37,2024-01-07,2026-04-17
CUST004386,Ryan Das,11,74,2389950.07,217268.19,2024-02-05,2026-06-27
CUST001667,Prisha Garde,10,77,2389309.90,238930.99,2024-07-01,2026-04-03
CUST004424,Nirja Balasubramanian,8,70,2388212.53,298526.57,2024-02-06,2026-07-10
CUST001868,Noah Raju,9,77,2387383.07,265264.79,2024-03-04,2025-07-01
CUST004885,Jonathan Dalal,12,80,2386809.41,198900.78,2024-08-09,2026-07-21
CUST002951,Diya Oza,9,69,2386028.30,265114.26,2024-01-15,2026-06-29
CUST001852,Rohan Kala,12,78,2385986.53,198832.21,2024-01-03,2026-07-01
CUST003345,Radhika Goyal,8,62,2385948.93,298243.62,2024-11-29,2026-04-28
CUST001340,Yutika Suresh,9,81,2385785.57,265087.29,2024-10-03,2026-06-05
CUST003185,Yashawini Jhaveri,12,81,2385586.99,198798.92,2024-04-25,2026-07-21
